Displacement Into Surface,Load On Sample,Harmonic Contact Stiffness,Harmonic Displacement,Harmonic Load
nm,mN,N/m,nm,uN
12.02923692,0.235833056,87332.74139,1.577757179,135.4520476
12.44567809,0.236964265,87309.06956,1.582559418,135.8076787
11.78545145,0.238175008,87406.51135,1.586051981,136.2399018
12.25268529,0.239314505,87538.21536,1.589107944,136.6907324
12.06375938,0.240504693,87667.78766,1.59129079,137.074811
12.41025193,0.24166412,87832.28265,1.595219895,137.6755524
11.91905846,0.242886795,87954.54426,1.597402748,138.0541584
12.50536411,0.24404173,88036.05656,1.600458709,138.4448062
12.06079986,0.245273134,88112.11469,1.60526097,139.0006798
12.65459832,0.24643951,88066.39281,1.610063203,139.3672543
12.1767251,0.247685215,88019.07453,1.614865465,139.7283524
12.48241169,0.248883446,88068.52782,1.617921435,140.101491
12.05366571,0.250138044,87961.56404,1.6240334,140.4877569
12.39682189,0.251345963,87810.43726,1.631018481,140.8707438
12.38691713,0.252584197,87708.3799,1.636693865,141.2143363
12.59517624,0.253813614,87572.77676,1.644552087,141.7012757
12.08648921,0.255098425,87608.47604,1.647608077,142.0536197
12.58702077,0.256320334,87795.43527,1.648044632,142.4070629
12.29608052,0.257602687,88229.3824,1.646734936,142.9881049
12.27701255,0.258872808,88605.37581,1.644552096,143.3875037
12.23171413,0.260151118,88967.54819,1.642369256,143.7693945
12.62024604,0.261406038,89315.63899,1.640622972,144.1490989
12.39841603,0.262709167,89832.0605,1.636693866,144.6163397
12.77528881,0.263977694,90249.33442,1.634511014,145.0835839
12.43812985,0.265301583,90806.52922,1.631891616,145.7149607
13.00610327,0.266570042,91068.50051,1.631891598,146.099043
12.6073238,0.267911158,91237.01402,1.633637884,146.4896861
12.86886609,0.269213672,91101.44314,1.64193267,146.9908509
12.8960056,0.270538855,90917.18277,1.648917759,147.3180299
13.58763031,0.271825043,90643.57063,1.657212532,147.6244217
13.31416751,0.273183881,90298.91779,1.66638047,147.8914156
13.77055598,0.274499518,89668.4962,1.682096908,148.2853457
13.13195741,0.275896769,89558.36519,1.686026042,148.4626101
13.67536032,0.277220033,89393.31895,1.694320818,148.9495512
13.3461042,0.27860973,89307.86559,1.699123078,149.2471837
13.82747018,0.279950825,89380.79027,1.700869335,149.5513861
13.64310039,0.28134427,89586.92216,1.700432773,149.8938833
13.78680932,0.282722212,90076.88422,1.696940224,150.4388174
13.62658589,0.284127882,90510.19439,1.693011116,150.8207077
13.86397073,0.285513334,91000.36305,1.688208859,151.1971286
13.42895825,0.286951844,91590.61518,1.682096919,151.6118453
14.00816035,0.288328054,92306.27241,1.675984948,152.2147759
13.67515065,0.28977366,92539.60588,1.674675254,152.4730159
13.89962552,0.291188295,92960.08236,1.673802111,153.0671914
13.63780908,0.292643378,93222.50272,1.672928983,153.4315733
13.86852744,0.294071952,93314.30185,1.675111816,153.7872036
13.78740287,0.295529128,93394.05304,1.679040932,154.2883668
13.98897543,0.296974168,93383.03807,1.682533471,154.6024157
13.7363152,0.298457628,93410.14554,1.685589455,154.937253
14.19393798,0.299899781,93241.95031,1.691701394,155.2381725
13.81304191,0.301406691,93330.02697,1.695193951,155.7338629
14.23569002,0.302866012,93617.58984,1.693884234,156.0993426
13.95596395,0.304380862,94104.98503,1.690391698,156.5917507
14.37985936,0.305855022,94424.46101,1.688645412,156.9550417
13.75914534,0.307408212,94853.33883,1.685589455,157.3544376
14.24174357,0.30889356,95258.7788,1.682970031,157.7538389
14.23430336,0.310419885,95670.01708,1.680350623,158.1565208
14.46292964,0.311937691,96233.6812,1.677294639,158.7561674
13.98085482,0.313511861,96617.11461,1.675111814,159.1599409
14.74406574,0.315008545,97149.69562,1.670746109,159.5899826
14.65252036,0.316571302,97515.67712,1.66899984,159.9970408
15.23378691,0.318095768,97666.96663,1.672492367,160.5474488
15.02358152,0.31968214,97645.94149,1.675111782,160.756448
15.41499312,0.321235216,97653.89563,1.679477451,161.1689801
15.45001286,0.322820529,97642.8359,1.685152835,161.6876519
15.65781468,0.324401877,97739.38786,1.686899101,162.007172
15.16740572,0.3260391,97880.82685,1.68820882,162.3726471
15.5596463,0.327623963,97991.69926,1.691701353,162.9000743
15.30988263,0.329260791,98143.98048,1.692574497,163.2425717
15.83535161,0.330852597,98242.21565,1.694320753,163.5960149
15.3832426,0.332519414,98394.57684,1.695193903,163.9560188
15.92369809,0.334126517,98959.16651,1.691264774,164.5523845
15.57733869,0.335802507,99255.82319,1.688645376,164.8084357
16.06699823,0.337429524,100079.8756,1.681660271,165.5076605
15.63403724,0.339127977,100500.3177,1.678604308,165.9125282
15.90719566,0.340786529,100941.7184,1.675548323,166.3447556
16.04462478,0.34246268,101394.6992,1.672492342,166.7791715
16.27864486,0.344140618,102349.8624,1.664197542,167.4816773
16.05468493,0.345858401,102867.8271,1.660268436,167.9171849
16.89156997,0.347512018,103451.0333,1.655902729,168.3855263
16.41780135,0.349263771,104007.1361,1.651973631,168.8549541
16.64765401,0.350976109,104647.8025,1.648917648,169.5366693
16.94745158,0.352692187,104852.0337,1.64848107,169.8069491
17.31802671,0.354412006,105405.0006,1.647607923,170.5630738
17.15151636,0.356177284,105678.366,1.647607928,170.9865454
17.59619879,0.357909516,105982.0131,1.647171347,171.4154912
17.2456621,0.359704938,106268.5015,1.647171357,171.8641294
17.58708902,0.36146192,106808.6613,1.645425075,172.5578819
17.28984237,0.363271498,107151.1047,1.644551948,173.018557
17.75950134,0.365037546,107361.9831,1.64542507,173.4606339
17.65127303,0.366852052,107541.6202,1.646734777,173.8972369
18.3282695,0.368621863,107999.5741,1.64586162,174.5570698
17.80119648,0.370483079,108131.4384,1.646298205,174.8273451
18.37327201,0.372278211,108793.2785,1.643242211,175.6108268
17.88949669,0.374154777,109114.8149,1.642369089,176.0616526
18.48655074,0.375966652,109455.2045,1.641495935,176.5409348
17.9011852,0.377868668,109716.5082,1.643242225,177.1996665
18.2684149,0.379714877,109737.1692,1.646734759,177.6264234
17.94784232,0.381617526,109791.9781,1.649790745,178.054271
18.3558716,0.383479733,109818.9007,1.653283277,178.4722745
18.04778715,0.38540038,109839.9682,1.656775831,178.8858969
18.45165078,0.387281838,109842.6667,1.662451204,179.4932046
18.34840565,0.389207489,109792.7273,1.667253456,179.9035456
18.74560554,0.391108472,109614.7824,1.674238533,180.3445283
18.55992195,0.393058951,109558.8386,1.678604219,180.7089105
18.98876179,0.394977053,109545.6308,1.682533319,181.0962748
18.28514332,0.396982454,109642.3066,1.686899021,181.6849743
19.14531383,0.398890619,109682.6873,1.689954971,182.0482685
18.51996586,0.400910247,109790.7778,1.692137831,182.4410982
19.02291045,0.402862647,110049.7925,1.692137815,182.8569135
18.72064354,0.404880016,110330.3685,1.693447529,183.4423326
19.21192816,0.406853094,110614.8397,1.693010945,183.8614309
18.70731548,0.408904321,111121.223,1.689954985,184.359309
19.19443431,0.410897856,111710.1738,1.686025857,184.8845488
19.14696558,0.412938013,112064.0047,1.684716155,185.3113039
19.33264623,0.414992905,112536.2304,1.68209674,185.779641
19.38843336,0.417005273,113396.8753,1.675984786,186.4919944
19.4675274,0.419088079,114001.6408,1.671619103,186.9942528
19.20022398,0.421184373,114582.3721,1.667689999,187.4976035
19.44168993,0.423277254,115510.3019,1.66114147,188.2449735
19.43335037,0.425376855,116188.4483,1.656339222,188.7734934
19.46414596,0.427484333,116836.3501,1.651973541,189.3042017
19.41000604,0.429608188,117283.5123,1.65022727,189.8086479
19.70392892,0.431718781,117807.2322,1.648044421,190.3875047
19.06607397,0.433882418,118412.5023,1.644551896,190.9324343
19.80714841,0.435983815,119105.4314,1.641932465,191.7246712
19.41160101,0.438173664,119425.4811,1.641932477,192.2334926
19.55730024,0.44033733,119833.1675,1.640622769,192.7313743
19.26999989,0.442541554,120184.4195,1.640186209,193.2467613
19.7720875,0.444702731,120439.2864,1.642805603,193.9810021
19.57471502,0.446922699,120455.5991,1.646298153,194.4449603
19.97104857,0.44911305,120399.6638,1.650663822,194.8925087
19.62878562,0.451365032,120332.218,1.655466081,195.3827279
20.01345893,0.453578475,120137.6088,1.66201459,195.8882711
19.65620498,0.455853847,119901.6668,1.668126554,196.2767254
20.47137593,0.458060212,119366.0275,1.679913866,196.8490201
20.09330213,0.460359546,118958.9124,1.688208671,197.1838563
20.63701382,0.46260709,118433.0162,1.698249719,197.5099446
20.12237636,0.464938552,117594.3322,1.713966186,197.9629583
20.53618588,0.467217973,117117.0566,1.723134102,198.2398048
19.99156893,0.469574569,116654.4619,1.732302048,198.5253988
20.47365625,0.471872568,116319.848,1.73972369,198.8208476
20.05643802,0.474243752,115912.0393,1.748455064,199.130516
20.51270926,0.47656693,115748.6041,1.754130434,199.4730172
20.25786267,0.478950465,115586.3529,1.759369259,199.7717448
20.84569603,0.481288195,115593.1901,1.763734921,200.2510266
20.42347618,0.483706891,115725.9682,1.764608071,200.5738266
20.60162375,0.486096545,115892.2682,1.765044633,200.8999117
20.51081135,0.488516594,116360.4863,1.762861796,201.4371856
21.14860049,0.49089876,116904.3996,1.758496094,201.8497196
21.46080682,0.493315151,117526.7226,1.753257268,202.2819482
22.31842307,0.495706266,118339.7751,1.746708719,202.883788
22.45326382,0.498158867,118714.1522,1.743652739,203.1562564
23.38082311,0.500569434,119857.7128,1.733611644,203.9233269
23.09265499,0.503075502,120605.2106,1.727063133,204.4157357
23.39736001,0.505553392,121325.2421,1.720951171,204.9136181
23.1308389,0.508082893,122087.3275,1.714402659,205.4257231
23.52963485,0.510579486,122896.6116,1.707417559,205.9542452
23.43048132,0.513122676,124208.8572,1.696066792,206.7803993
23.8625819,0.515642197,124937.4336,1.690391394,207.31877
23.2171814,0.518248259,125709.2725,1.684279462,207.8724535
23.70506916,0.520789656,126483.1096,1.678167496,208.4075419
23.41022775,0.523397451,127468.8497,1.67030928,209.0575212
23.60334059,0.525984845,128741.0796,1.661577913,210.0062318
23.47420126,0.528607322,129482.3114,1.656775668,210.5697665
23.60569208,0.531225046,130290.6959,1.651536849,211.1759785
23.70220843,0.533858283,131152.2674,1.645861462,211.7953219
23.8170424,0.536503503,132280.0747,1.639312937,212.7144872
23.73869098,0.539175185,132962.5497,1.635820395,213.3239807
23.83020657,0.541848616,133726.4212,1.631454713,213.9509833
23.83928438,0.544541097,134341.6966,1.628835304,214.559383
24.21973993,0.547221593,134888.8871,1.627089021,215.1612201
23.83745076,0.549967858,135557.9243,1.624469624,215.8429315
24.44522725,0.552659968,136253.7194,1.621850198,216.5837389
24.0646003,0.55543335,136995.4995,1.620103937,217.5215034
24.3384653,0.558175745,137239.1212,1.621413633,218.0784757
24.26842814,0.56095545,137591.2912,1.621850203,218.6803094
24.59391664,0.563722007,137821.8265,1.623596466,219.2635439
24.10586636,0.566558191,137934.0266,1.628398728,220.0678097
24.97759559,0.569315326,137913.8737,1.632764383,220.6029016
24.75600254,0.572161277,137822.2926,1.637566638,221.092027
24.80419907,0.575002966,137584.0465,1.645861428,221.8437731
24.44437632,0.577886854,137454.1183,1.649353985,222.1107659
25.03631544,0.580719973,136754.1172,1.662887574,222.8143694
24.8330349,0.58362183,136231.9109,1.672055509,223.2082957
25.29590387,0.586492499,135840.8723,1.679913719,223.6372429
25.01851065,0.589428352,134878.1782,1.695630177,224.1953053
25.37562474,0.592335353,134331.5788,1.704798093,224.5389007
25.1132165,0.595299473,134053.5086,1.710910053,224.9120359
25.67683404,0.59822175,133861.6043,1.716148853,225.3147221
25.67172329,0.601197709,133732.7933,1.722260804,225.928593
26.39063388,0.604138894,133689.2873,1.725753325,226.3137724
26.35054672,0.607147046,133845.5114,1.727499599,226.7941453
26.40288628,0.610163923,134156.7038,1.727499597,227.3084405
26.37695133,0.613201262,134678.6267,1.724880191,227.8117926
26.72988809,0.616227874,135363.9691,1.721169351,228.4284018
26.23889279,0.619327537,136350.5927,1.714402563,229.1259787
26.92656695,0.6223619,137172.9718,1.708727156,229.6982738
26.44347863,0.625491716,137762.9367,1.705671197,230.2410151
26.98542863,0.62856695,138273.8224,1.703488339,230.7750105
26.7933615,0.631707889,138977.1094,1.700868937,231.5738073
26.98058236,0.634838606,139563.3578,1.697812955,232.1296848
26.76894338,0.638012352,140107.4019,1.695630122,232.7348002
27.17390874,0.641159727,140573.8742,1.694320405,233.3421087
27.01139472,0.644361792,140914.5431,1.693883843,233.8509312
27.40886217,0.647541484,141688.4055,1.690391286,234.675994
27.04899715,0.650789049,142077.2981,1.689518162,235.2274908
27.31447966,0.654010004,142415.1312,1.689081585,235.7735204
27.19817239,0.657273299,142859.6608,1.687335317,236.3107937
27.45865498,0.660527099,143651.1536,1.683842764,237.182908
27.45975306,0.663814996,144216.7816,1.681223357,237.7738002
27.38507453,0.667124545,144645.8108,1.679913655,238.3165446
27.59392466,0.670431262,145037.6232,1.679477081,238.9424543
28.38565515,0.673714536,145368.6237,1.679913624,239.6022894
28.33262076,0.677072214,145608.3141,1.680350194,240.1340923
28.63181185,0.68042259,145592.6639,1.685152433,240.9121018
28.71908164,0.683804265,145635.4463,1.687771838,241.4001362
29.15940957,0.68717869,145845.6539,1.689081528,241.9363188
28.71541988,0.690630653,146047.0558,1.690391246,242.4385738
29.14158812,0.694040247,146384.9433,1.692137505,243.2362807
28.78461042,0.697520634,146541.6971,1.693883788,243.7571388
29.11543177,0.700971294,146850.143,1.693883778,244.2725299
29.06404687,0.704465446,147174.8503,1.694320347,244.841537
29.83077683,0.707921021,147599.578,1.694320323,245.4926182
30.13702778,0.71142552,147938.7598,1.696503153,246.2640637
30.59232801,0.71493729,148175.5097,1.697812843,246.7674192
30.4260239,0.718509317,148461.5808,1.698685984,247.3057869
30.88423441,0.722056427,148545.1427,1.701305378,247.8146134
30.79619892,0.725658755,148744.8244,1.704361356,248.5827728
31.03249365,0.729256952,148764.1891,1.707417325,249.0434511
30.78416135,0.732906339,148725.3063,1.711346444,249.5150689
31.61707347,0.736499901,148504.3624,1.717894937,250.0528965
31.07979389,0.740205413,148431.2566,1.721387498,250.426577
31.70910931,0.743849538,148498.1422,1.72531659,251.0831282
31.68684355,0.747556542,148891.5711,1.725316591,251.711225
32.35196031,0.751235017,149203.0057,1.725316569,252.2255251
31.9304159,0.755006443,149483.5905,1.725753151,252.7310628
32.35321584,0.7587389,150092.4318,1.723788582,253.4067617
32.00494369,0.762542926,150555.5687,1.723133741,254.0354028
32.45605066,0.766311171,150941.2115,1.722697159,254.5606433
32.22226882,0.770145243,151444.6874,1.720950894,255.1077641
32.70751161,0.773949271,152753.1657,1.712656088,256.0039539
32.17437365,0.777842179,153267.9127,1.709600129,256.3814643
32.55261143,0.781692063,154396.5425,1.703924734,257.3728524
32.59402433,0.785584195,155050.1972,1.700868757,257.990007
32.95435481,0.789473923,155785.66,1.696939634,258.5951266
32.53944965,0.793436326,156536.7295,1.693010535,259.2407279
32.91393126,0.797364465,157241.7174,1.691264252,260.1511423
32.83792589,0.801343167,157666.3458,1.690391118,260.7223374
33.23821624,0.805309141,158140.1868,1.689081402,261.3340228
32.96652435,0.809341076,158565.4649,1.688208275,261.9435157
33.28187578,0.813352938,158837.3419,1.690391105,262.7981226
32.85696445,0.817435688,159023.5748,1.690391118,263.1263927
33.38714489,0.821473399,159747.5168,1.689081398,264.1254414
33.21370087,0.825579582,160002.553,1.689954539,264.6845998
33.65477885,0.829664205,160317.5387,1.690391093,265.2831551
33.2606675,0.833826576,160643.3407,1.690827674,265.8806093
33.32369993,0.83797844,161575.2481,1.687335128,266.8501102
33.59073871,0.842137127,162132.9312,1.685588848,267.4913398
33.71038913,0.846326767,162662.8979,1.68427914,268.1292854
33.45366174,0.850563209,163567.2987,1.681223173,269.0758047
34.10456275,0.854758652,163985.6949,1.680786585,269.6721735
33.55472396,0.859057415,164414.1113,1.680786602,270.3670144
34.05823409,0.86330555,164598.1741,1.682969426,271.0421665
34.13457236,0.867604226,164690.2723,1.685588831,271.6330604
34.27752323,0.871919871,164449.0932,1.69126421,272.1637695
34.43212922,0.876256375,163852.7129,1.701741836,272.903481
34.91148135,0.880592313,163294.6845,1.710036612,273.3225807
34.9003772,0.884983634,162745.0783,1.718331403,273.7569957
35.52544479,0.889353309,162175.963,1.726626174,274.1750025
35.66255416,0.893778358,160976.7376,1.742342615,274.71009
36.36588936,0.89818674,160357.4483,1.75107395,275.0722907
36.40223823,0.90266293,159584.4056,1.761988147,275.5198379
36.87990957,0.907131329,159169.8787,1.768536651,275.8623399
37.09028519,0.911640434,158853.2096,1.774212027,276.2081243
37.50716501,0.916157962,158716.0544,1.778141124,276.5998668
37.24123736,0.920744941,158958.518,1.779450837,277.2575065
37.63979272,0.925309353,159253.7234,1.779014256,277.7181861
37.35720058,0.929989589,159682.0592,1.777267994,278.2029342
37.91479952,0.934542979,160433.3701,1.772465728,278.747873
37.35742007,0.939242079,161754.7382,1.76329782,279.5937194
38.21560887,0.943867641,162491.7454,1.758932113,280.159451
37.65572592,0.948613646,163182.1033,1.755439588,280.7448677
38.08091108,0.953315886,164039.4385,1.750637327,281.4276794
37.71920256,0.958095647,164869.1119,1.745398524,282.015286
38.15021101,0.962845012,165727.6955,1.740159695,282.6433859
38.03080939,0.967655907,166901.5326,1.733611181,283.550514
38.30193601,0.972464113,167664.6729,1.729682061,284.1786126
38.12090981,0.977327465,168453.2424,1.725752955,284.8165559
38.31209267,0.982189629,168956.9566,1.724443246,285.4129206
38.1235666,0.987102211,169721.0284,1.72269698,286.3091053
38.50959295,0.991999997,169977.1661,1.723570104,286.8387236
38.33022651,0.996911432,170672.82,1.720950702,287.5291904
38.74289319,1.001856528,170862.1142,1.723133528,288.148536
38.48940593,1.006872064,170818.773,1.727062648,288.6639237
39.091914,1.011904369,170923.8141,1.729682036,289.1957319
38.77097309,1.01697495,170945.5873,1.734484293,289.9343445
39.37347516,1.022058718,170775.4966,1.739286521,290.4092517
38.9492749,1.027187453,170545.5364,1.744525349,290.8655481
39.51597132,1.032273944,170363.1269,1.749327578,291.3185706
39.08261154,1.037402915,170168.1069,1.755439543,291.9707364
39.44446056,1.04255464,170443.4427,1.755876099,292.4828461
39.43076393,1.047757977,170825.3836,1.755439532,293.0387229
39.78178196,1.052962356,171725.6927,1.750637273,293.7488907
39.67814887,1.058224019,172520.6176,1.746271598,294.3441589
39.95671688,1.063485814,173480.7034,1.74190591,295.2261227
39.66072655,1.068813385,174206.0418,1.738413376,295.8531226
40.1457952,1.074114077,174944.7639,1.734920817,296.4888822
40.31527171,1.079463003,175735.6591,1.730991701,297.1399609
41.02516012,1.084801626,176805.7808,1.726189431,298.109468
40.88736824,1.090225177,177462.9483,1.723570029,298.7550718
41.52147569,1.095622985,177817.5994,1.723570008,299.3547232
41.29624518,1.101106768,178064.1106,1.724879719,299.997044
41.57478819,1.106583434,178064.6931,1.728372253,300.6054455
41.63599623,1.112102482,178370.3284,1.728808819,301.198528
41.89288291,1.117635753,178882.5501,1.728808811,302.0684542
41.84250422,1.12321785,179160.2871,1.729245381,302.6254245
42.34502761,1.128789995,179540.9447,1.728808797,303.2010026
42.27715595,1.134429161,180278.3156,1.727062527,304.10266
42.73887105,1.140060273,180801.2672,1.725752809,304.7329486
42.67765434,1.145755458,181429.0509,1.723569972,305.384025
43.29923907,1.15143239,181828.7674,1.723133384,305.9716392
43.43453027,1.157171101,182277.0334,1.722696812,306.6621104
43.96367989,1.162911529,182479.606,1.724443066,307.325228
43.61267419,1.168741101,182196.5889,1.731428163,308.1196461
44.39328906,1.1745223,182040.3713,1.735793817,308.6394202
44.45362481,1.180381843,181822.11,1.740596062,309.1077577
44.68632374,1.186258743,181420.4347,1.748454275,309.794946
44.20623771,1.192213902,181250.9421,1.75281997,310.2764093
44.98434085,1.198112639,181178.9833,1.756312487,310.7666387
44.89727699,1.204100237,180900.8869,1.761551305,311.2130896
45.24903658,1.210087761,180927.1987,1.7641707,311.7011262
45.31684584,1.216124769,181402.7413,1.763297562,312.3117161
45.73354814,1.22216808,182158.9993,1.760241574,313.0098482
45.72640838,1.228270727,183794.8751,1.750637081,314.0110832
46.22137633,1.234369529,185135.3633,1.742342276,314.7562681
45.98607275,1.240548986,186492.4403,1.734047495,315.5211432
46.81577441,1.246686359,188133.5614,1.72356984,316.3505893
46.64124992,1.252923369,190486.6256,1.709163107,317.6133477
47.16035148,1.259144043,191840.7615,1.701304869,318.4088674
47.01579653,1.265441401,193464.0249,1.691700381,319.2963
47.39583178,1.271734358,195067.9439,1.682532445,320.1968663
47.31538652,1.278090417,196535.9844,1.675110795,321.1652734
47.40896949,1.284466415,197838.0978,1.668998841,322.1457174
47.51836983,1.290873245,198908.8199,1.665942863,323.2990528
48.22980034,1.297270928,199409.0151,1.665942841,324.0891054
48.24010327,1.303748719,199857.0536,1.666379409,324.8693023
48.69755622,1.310228343,199875.4114,1.671618207,325.8968034
48.51216977,1.316784461,199858,1.675547325,326.5894584
49.13448748,1.32331807,199965.3433,1.678603279,327.2919706
48.96574716,1.329938681,200013.6167,1.682095829,327.9780603
49.2000243,1.336564803,200066.1617,1.686898066,328.9595997
49.05875498,1.343249942,200051.2896,1.689080911,329.3677525
49.51451954,1.349927597,200119.4788,1.69431971,330.4707566
49.44069022,1.35667503,200339.3377,1.696065984,331.177638
50.38190442,1.36338668,200658.4039,1.69693909,331.8987562
49.87673455,1.370231136,201257.7697,1.695629402,332.6658162
50.56313812,1.377028168,202530.8067,1.690827135,333.8432317
50.39603188,1.383917811,203322.5013,1.688207732,334.6529711
51.13072341,1.39078007,204210.1184,1.684715167,335.4452129
50.76542928,1.397752211,205073.6268,1.681659204,336.2779292
51.13539512,1.404708861,206424.8973,1.676856947,337.5472578
51.08318379,1.411729334,207015.2358,1.674674109,338.0746833
51.63966373,1.418743237,208572.0536,1.669435279,339.5059623
51.54664248,1.425836801,209160.72,1.668998714,340.3430587
51.62598363,1.432954119,209661.4953,1.66899871,341.1243506
52.26363833,1.440068908,209775.9822,1.672054667,341.8848584
52.26303304,1.447263367,209785.2019,1.677730047,342.985669
51.97098254,1.454513889,209472.1825,1.683405439,343.6225162
52.55824698,1.461740414,208907.6006,1.690827072,344.2057557
52.55429831,1.469043695,207773.8272,1.703924107,345.0264395
52.89174769,1.476360194,206858.0169,1.713965154,345.5440214
52.80243991,1.483742627,206209.9054,1.722259946,346.1535149
53.27852338,1.491123243,205429.8343,1.731427854,346.7411302
52.94231484,1.498596556,204949.3498,1.737976383,347.2827777
53.63863578,1.506036553,204576.013,1.74365174,347.8277194
53.26036777,1.513587464,204187.5201,1.750636839,348.6177604
53.6627409,1.521122731,204068.4212,1.754129367,349.1440971
53.86359901,1.528709553,204156.3073,1.756312201,349.7262379
53.96328102,1.536341361,205009.4815,1.754129357,350.7187191
53.87976711,1.544023965,205614.2235,1.752383089,351.3566634
54.32708768,1.551708624,206291.6014,1.750200235,352.0438543
54.26812912,1.559466548,206607.6068,1.751073374,352.7397943
54.80786912,1.567222285,207073.0019,1.751073355,353.463096
54.81218585,1.575053621,207419.1039,1.751509924,354.1054189
55.37023591,1.582886227,207753.6598,1.752819608,354.8894513
55.43158268,1.590792103,208060.0605,1.75412931,355.6318987
56.09121155,1.598696629,208340.6468,1.755002424,356.2556251
56.03722174,1.606689682,208443.4582,1.757403548,356.9313223
56.78802074,1.614667588,208351.3649,1.761550917,357.6267232
57.34646403,1.622698665,208301.5917,1.764606873,358.1793246
57.48855838,1.630798504,208285.5355,1.767226275,358.7001862
57.62023941,1.638939672,208781.1446,1.766353135,359.3633015
57.89971789,1.647111536,209238.0094,1.765916559,360.0658088
58.09009394,1.655330448,210066.2031,1.763733714,361.0539166
58.29795166,1.663589333,210875.77,1.760241165,361.730161
58.25558167,1.671906795,211925.3158,1.755002353,362.4567414
58.7078238,1.680231984,213411.5479,1.748017255,363.6057029
58.48017092,1.688645539,214503.7088,1.742778449,364.4012179
59.0264971,1.697048165,215761.3407,1.736229915,365.2022107
58.81049205,1.705545196,216847.1303,1.730991109,365.9889715
59.20942251,1.714042609,218539.7723,1.723132877,367.2550179
59.26153326,1.72260643,219037.3832,1.721386605,367.7463352
59.73581208,1.731184192,220325.8338,1.717020912,369.0736599
60.03896842,1.73981663,220956.0724,1.715711199,369.8735587
60.55112452,1.74847805,221585.6023,1.71440148,370.6340639
60.41128051,1.757227576,221867.0048,1.715711187,371.3781504
60.69069004,1.765992188,222395.4917,1.717020882,372.5030373
60.76983288,1.774814459,222731.6498,1.717894015,373.2066392
61.33775871,1.783647425,222975.3212,1.719640267,373.9310355
61.33778586,1.792563598,223430.1411,1.720949971,374.849656
62.04101321,1.80147624,223832.862,1.722259651,375.7212302
61.92112283,1.810489978,224193.6941,1.723569358,376.5265942
62.09974601,1.819528395,224757.4388,1.723569353,377.3812016
62.21965939,1.828616162,225433.48,1.722259646,378.1821918
62.60561142,1.837731235,226162.1794,1.720513362,378.9985025
62.78671678,1.846906003,227165.686,1.71789395,380.036398
63.20804741,1.856110292,228153.4702,1.715274531,381.0381844
62.81666878,1.865416316,228843.3213,1.71396484,381.8621475
63.28461922,1.874709694,229683.1704,1.711781987,382.7123801
63.17134773,1.884089469,230587.6739,1.710472287,383.8602448
63.91240909,1.893457711,230968.3053,1.711345399,384.6448262
63.76332107,1.902933912,231425.3623,1.711781971,385.4819237
64.43858906,1.912401054,231857.4769,1.712655085,386.4186054
64.39191068,1.921965155,231956.6885,1.715274493,387.1714476
64.78738426,1.931546894,231883.9254,1.720513293,388.2087947
64.68490459,1.941210781,231755.6218,1.724442405,388.9058307
65.08786115,1.950888409,231803.8127,1.727061799,389.5809844
65.22601716,1.960632702,231807.9346,1.730117768,390.2823981
65.7363792,1.970400286,232057.4951,1.732737158,391.3219373
65.6047328,1.980260887,232552.4766,1.732300594,392.0933799
66.43650111,1.990104767,233088.4488,1.731427432,392.8341943
66.3206643,2.000063017,233920.2608,1.72880803,393.6647253
66.83766486,2.010027735,235066.3071,1.724878904,394.6440821
66.95247113,2.020069963,237177.3332,1.716147547,396.078641
67.47195808,2.030134782,238707.0874,1.709599015,397.075504
67.38857279,2.040291372,240474.5004,1.7017408,398.124886
68.01546476,2.050450111,241895.8705,1.6960654,399.092206
68.02283067,2.060702266,244217.7667,1.686897479,400.6646389
68.60224749,2.070966613,245474.2584,1.682531784,401.6396182
68.53049605,2.081326987,246460.9351,1.67991238,402.5806704
69.05327804,2.091698547,248069.3785,1.675546687,404.0962058
69.04230077,2.102158643,248653.0361,1.674236985,404.7067971
69.74326591,2.112622364,249213.9801,1.675110098,405.8207464
69.63818266,2.123193776,249375.5295,1.679475778,407.1601041
70.09682324,2.133779531,249333.3887,1.683404873,408.0147142
70.30148772,2.144435715,249426.484,1.686024272,408.7861629
70.66602213,2.15513434,249577.9879,1.690389937,410.0751871
70.53177001,2.165920807,249429.6579,1.694755618,410.8838349
71.08614484,2.176714072,249389.0642,1.698248142,411.6530954
71.05013738,2.187601881,249318.6396,1.702177252,412.4497081
71.55703633,2.198507083,248692.8608,1.711345156,413.5330163
71.76499382,2.209487396,248541.2465,1.716583961,414.4620357
72.13531914,2.220511587,248584.6837,1.719639923,415.1995613
72.32744273,2.231603302,248753.2716,1.721822755,415.9535007
73.20069887,2.242703829,249139.5493,1.722695862,416.7840439
73.37115963,2.253908146,249182.7462,1.7274981,417.9286303
73.71481302,2.265156789,249084.0101,1.731427198,418.6574004
73.79782843,2.27647964,249083.8457,1.734483169,419.3522491
74.10399769,2.287843916,249388.5484,1.735792862,420.1313554
73.94801835,2.299296852,250409.6844,1.734046596,421.351439
74.53229218,2.31075643,251282.5245,1.731863739,422.2279369
74.2122599,2.322335439,252148.5897,1.730117479,423.1919647
75.33360423,2.333873624,252804.9343,1.729680875,424.1450671
75.17926343,2.345557144,253671.6627,1.727498042,425.0073324
75.81014083,2.357245345,254362.0097,1.726624887,425.8882078
