Time On Sample,Displacement Into Surface,Load On Sample,Harmonic Contact Stiffness,Harmonic Displacement,Harmonic Load
81.8,56.41302494,1.539908931,204633.2446,1.7509807,346.9373093
81.9,56.25893791,1.547613825,204669.1086,1.752288038,347.2555184
82,56.67753734,1.555313999,205456.6199,1.750980733,348.2733652
82.1,56.71627502,1.563081519,206616.1392,1.745315545,349.04056
82.2,57.41996167,1.570837615,208002.911,1.737907293,349.8262919
82.3,57.15114522,1.578706218,210006.8351,1.727884228,351.0326565
82.4,57.79746706,1.58654495,211181.6637,1.722654888,351.8510805
82.5,57.48375362,1.59449565,212245.1663,1.718297016,352.6618595
82.6,58.36944677,1.602395399,212941.7268,1.716553976,353.3854785
82.7,58.25105128,1.610410729,214243.9055,1.712196124,354.5351783
82.8,58.81339732,1.618414723,215179.5148,1.709145698,355.3437925
82.9,58.81551221,1.626501172,216199.5287,1.705659426,356.2112447
83,59.1600726,1.634602262,216852.1654,1.704787897,357.0917817
83.1,58.99011743,1.642782863,217102.5394,1.706095232,357.7957652
83.2,59.33965202,1.650965175,216961.9114,1.711760466,358.8190608
83.3,59.34506576,1.659214486,217181.7258,1.713067821,359.5034327
83.4,59.57406414,1.667488244,217209.2203,1.715682553,360.155116
83.5,59.58694546,1.675819848,217144.6342,1.719168829,360.8209624
83.6,60.10269258,1.684155073,217225.9801,1.723090946,361.8311833
83.7,59.83544821,1.692591363,217259.2656,1.725705623,362.4567031
83.8,60.49664095,1.700999659,217411.1543,1.727448835,363.0974967
83.9,60.37068617,1.709509645,217902.7609,1.727448822,363.8941124
84,60.93295335,1.718010221,218501.809,1.727013102,364.7212533
84.1,60.91420905,1.726597346,219057.1261,1.728320454,365.791402
84.2,61.5695564,1.73517649,219497.1358,1.728320528,366.4823243
84.3,61.45770468,1.743856687,219654.8682,1.730499438,367.162335
84.4,62.15376682,1.752519211,220004.3768,1.731371086,367.8663359
84.5,62.1117216,1.761281014,221204.1904,1.727884808,369.0356521
84.6,62.49191607,1.770054798,221952.9601,1.72570593,369.7799686
84.7,62.68009768,1.778887066,222495.2416,1.724834383,370.5003064
84.8,63.23482895,1.787735823,222346.9297,1.730063859,371.486553
84.9,62.77798973,1.796705504,222256.6852,1.73224273,371.8810395
85,63.56294762,1.805626142,222172.5334,1.737036447,372.9860759
85.1,64.02207027,1.814616151,222535.0546,1.7370365,373.669366
85.2,64.4188462,1.823655904,222600.1193,1.739215468,374.3014372
85.3,64.1581402,1.832790717,223112.2092,1.738343871,374.9999713
85.4,64.95470614,1.841891323,223259.6297,1.741394452,376.0047487
85.5,64.81533999,1.851108325,223293.7062,1.744009144,376.6520665
85.6,65.5046673,1.860308833,223536.8842,1.745316576,377.3255543
85.7,65.11592815,1.86963701,224531.0029,1.743137612,378.3913362
85.8,65.92908869,1.878920938,225505.943,1.739651429,379.1443798
85.9,65.86242249,1.888318317,225944.1248,1.738779854,379.6031693
86,66.29945262,1.897724827,227058.813,1.737036767,380.8716632
86.1,66.38155523,1.907205331,227379.9789,1.73834413,381.5778323
86.2,66.47320902,1.916732631,227601.6119,1.74008728,382.2273341
86.3,66.5386726,1.926309635,227719.7657,1.742701995,382.8920925
86.4,66.97899726,1.935906291,228070.2846,1.745316752,383.9077603
86.5,66.65918692,1.945608521,227958.9127,1.749238778,384.5256525
86.6,67.4502603,1.955275327,227532.1961,1.754904066,385.0509336
86.7,67.45543158,1.965050082,226902.4254,1.762748189,385.7118756
86.8,67.84793172,1.974844467,226683.0207,1.767541864,386.3859026
86.9,67.78950103,1.984722067,227030.4681,1.767977643,386.9950801
87,68.28630044,1.994607132,227650.9278,1.767541916,387.8560039
87.1,68.17964471,2.004587444,228339.7576,1.765798768,388.5665293
87.2,68.73419633,2.014567698,229333.2287,1.761876771,389.2999511
87.3,68.45505183,2.024661048,231036.1424,1.754904189,390.465994
87.4,69.38279385,2.034713683,231969.7374,1.751853804,391.247374
87.5,69.3504981,2.044889307,233095.2883,1.747495956,392.0287341
87.6,70.20549453,2.055048807,235229.3339,1.738344578,393.3114039
87.7,70.01982715,2.065337969,236620.4689,1.732679359,394.2050079
87.8,70.5360955,2.075625529,237441.807,1.730500496,394.9841998
87.9,70.17170487,2.08603133,237844.269,1.731372025,395.8211322
88,70.72993206,2.096419445,238122.9213,1.733115227,396.6493642
88.1,70.74912122,2.106900448,238101.3027,1.737473076,397.6181661
88.2,71.4515441,2.117382208,237595.5759,1.743574141,398.2273584
88.3,71.03724851,2.128001049,237068.2834,1.749675079,398.8212721
88.4,71.84770144,2.138633712,236292.7569,1.758390864,399.6473304
88.5,71.89387932,2.149270593,235766.5885,1.76405607,400.1682385
88.6,72.4204708,2.15997803,235262.1338,1.769721332,400.7131316
88.7,72.65862917,2.170760942,234896.3599,1.774514991,401.2623778
88.8,73.20515224,2.181574522,234485.005,1.78061604,402.0502887
88.9,72.97574631,2.192501045,234565.2296,1.781487584,402.4197151
89,73.7778445,2.203404232,234783.1343,1.783666601,403.4081471
89.1,73.77409058,2.214423073,234933.2848,1.784973956,404.0184167
89.2,74.61897788,2.225432915,235346.8509,1.78453827,404.6352388
89.3,74.34589927,2.236582514,235855.5763,1.78366667,405.2999914
89.4,74.86535614,2.247727987,236618.5053,1.782359377,406.2644444
89.5,75.00702603,2.258957944,237214.3378,1.781052041,406.9106772
89.6,75.66444346,2.2702051,237871.0263,1.779308979,407.5732678
89.7,75.28036464,2.28158746,238499.0204,1.778873151,408.5355232
89.8,75.88913915,2.292951739,239029.3945,1.778001653,409.2188176
89.9,75.79762283,2.304425968,239468.1104,1.778001644,409.9173561
90,76.78498851,2.315876026,239680.6257,1.779744898,410.617005
90.1,76.61947757,2.327470709,240246.8635,1.779309095,411.4059915
90.2,77.00379292,2.339081879,240891.727,1.778437571,412.2451192
90.3,76.91307105,2.350787201,241517.4301,1.777130208,412.9501951
90.4,77.54963554,2.362496138,242408.8928,1.774079789,413.7065053
90.5,77.55282006,2.374311666,243224.6717,1.771465082,414.4606232
90.6,77.86270616,2.3861632,244302.074,1.768414625,415.5809078
90.7,77.86005346,2.398097799,245252.4176,1.764928348,416.3361161
90.8,79.03436357,2.410003093,246319.762,1.76100642,417.1512841
90.9,78.67302157,2.422144734,247851.0166,1.754469608,418.129886
91,79.23764056,2.434156013,249923.3623,1.744882407,419.2283812
91.1,78.94652491,2.446352895,251909.9154,1.735730894,420.2614733
91.2,79.32700524,2.458560113,254893.4236,1.722657394,421.8481796
91.3,79.73739889,2.470826217,256868.535,1.714377529,422.9281453
91.4,80.17022504,2.483152171,258488.5252,1.70827659,423.9231107
91.5,80.32833137,2.495560622,260758.0342,1.700432482,425.4378875
91.6,80.70960373,2.508014403,262143.4838,1.696074676,426.4263125
91.7,80.72846504,2.520558038,263138.1394,1.693895755,427.3700503
91.8,81.58557684,2.533100912,264328.0009,1.692588496,428.8227252
91.9,81.78229404,2.545756302,264522.3844,1.693460088,429.3240223
92,82.50678988,2.558563097,264574.3875,1.697382233,430.3451466
92.1,82.04767361,2.571396162,264098.6049,1.705226312,431.5024708
92.2,82.82954228,2.584070653,263522.5694,1.711763173,432.2511539
92.3,83.11848152,2.596974959,262884.488,1.71829998,432.9289954
92.4,83.97761055,2.609900719,261982.5103,1.727887346,433.9871743
92.5,83.81435892,2.622968613,261630.1894,1.732680963,434.6650072
92.6,84.55626873,2.636033495,261069.5572,1.738782037,435.338497
92.7,84.31652629,2.649238178,260661.7171,1.744011431,436.015237
92.8,85.24543419,2.662420576,260390.345,1.749676742,437.0178403
92.9,84.90509606,2.675765065,260467.1919,1.7527272,437.9092635
93,85.37350054,2.689115215,260383.3067,1.755777749,438.5762092
93.1,85.52354651,2.702556383,260592.6708,1.757085122,439.2845614
93.2,86.20055975,2.716025031,260984.1816,1.757520986,440.0136271
93.3,85.99981976,2.729627588,261981.7966,1.756213609,441.2276246
93.4,86.78985406,2.74322331,262794.7351,1.75447056,442.0667582
93.5,86.49350489,2.756969469,263872.5379,1.750984247,442.9156821
93.6,87.36829941,2.770695741,266039.4078,1.742704431,444.3204087
93.7,87.37697715,2.784556432,267711.2064,1.736167658,445.3404289
93.8,87.99241668,2.798440648,269710.6689,1.727887812,446.431298
93.9,87.85810667,2.812451186,271961.2422,1.718736312,447.6714507
94,88.66054303,2.826461053,274054.8738,1.71089227,448.9312347
94.1,88.63426614,2.840603817,275432.183,1.706534418,449.9610662
94.2,89.38763957,2.854758421,277676.9442,1.699126155,451.6360504
94.3,89.25993425,2.869050717,278748.7933,1.696511432,452.7051085
94.4,89.9667381,2.883351383,279495.6529,1.69563994,453.732774
94.5,90.16151395,2.897762578,280171.7537,1.695204178,454.7506205
94.6,90.91816672,2.91220335,280729.3561,1.696947403,456.1520757
94.7,90.90678304,2.9267747,280627.5976,1.700433684,456.9955543
94.8,91.39410528,2.941381265,280238.9745,1.705663161,457.8314156
94.9,91.45085643,2.956093632,279006.4917,1.715686227,458.6171399
95,92.3670524,2.970814703,278270.7116,1.723094678,459.464996
95.1,92.27665844,2.985685665,277965.8573,1.727888307,460.2583465
95.2,93.12633522,3.000560063,277441.7953,1.735296752,461.3601174
95.3,93.00765688,3.015582297,277374.0785,1.738783022,462.1512857
95.4,93.63454937,3.030623324,277535.5272,1.740962019,462.9217644
95.5,93.50670393,3.045796864,277852.7876,1.744012503,464.1433901
95.6,94.16017069,3.060987044,277989.2658,1.746191504,464.8975223
95.7,94.1370318,3.076304523,278399.7486,1.747063073,465.7322838
95.8,94.89188021,3.091639844,279056.6002,1.746627375,466.6030245
95.9,94.97095402,3.10710324,280474.2406,1.742269532,467.6426616
96,95.77564972,3.122589021,281873.7979,1.738347556,468.7542423
96.1,95.57209226,3.138228585,283823.2489,1.732682326,470.292989
96.2,96.553808,3.153856789,285005.6655,1.72963194,471.3130306
96.3,96.54140073,3.169638546,285915.2564,1.727888799,472.2513223
96.4,97.20973057,3.185447776,286828.2878,1.726145733,473.2484713
96.5,97.01692858,3.201401432,287583.6806,1.726581498,474.6041384
96.6,97.51650031,3.217382588,287891.1546,1.727888911,475.509744
96.7,97.95371962,3.233448504,288590.253,1.727017391,476.4251593
96.8,98.73088541,3.249569211,289330.2255,1.727453264,477.8298853
96.9,98.81648309,3.265823039,289412.5144,1.728760631,478.3671437
97,99.82469572,3.282088483,289730.2633,1.730503885,479.4329581
97.1,99.83795342,3.298510711,290347.4444,1.731811247,480.8224117
97.2,100.6175611,3.31495724,290432.1301,1.734426048,481.6898827
97.3,100.9790639,3.331517825,290998.7066,1.73442609,482.5769629
97.4,101.6131859,3.348140767,292124.5944,1.733118805,483.9740564
97.5,101.503374,3.364903281,293245.6651,1.730504083,485.0006155
97.6,102.3868284,3.381674648,294225.0318,1.728761037,486.0086703
97.7,102.1065944,3.398618148,294947.6037,1.728325227,486.9829154
97.8,102.8337571,3.41557025,295575.0061,1.730068448,488.3702056
97.9,102.8344405,3.432662322,295866.7467,1.730504235,488.9423335
98,103.641371,3.449778961,295956.5921,1.735297965,490.3579595
98.1,103.3619139,3.467063661,295671.1785,1.739655793,491.1229701
98.2,104.2602486,3.484345791,295491.8599,1.743577963,491.9381364
98.3,104.3830632,3.501773228,294954.8928,1.749243191,492.68354
98.4,105.0311801,3.519248229,294085.2659,1.757958982,493.7090261
98.5,105.0334434,3.536859698,293452.0706,1.764059976,494.3400014
98.6,105.7621585,3.554504431,292893.0532,1.769725278,494.9633655
98.7,105.9431009,3.572279046,292674.4751,1.774954721,495.9964691
98.8,106.5911617,3.590107384,292527.6894,1.778441088,496.6982946
98.9,106.6473964,3.608069791,292861.7615,1.779748449,497.5472246
99,107.5123711,3.626061025,293355.3511,1.780184334,498.4354055
99.1,107.6059809,3.644200838,294472.3862,1.777133847,499.3442737
99.2,108.3495721,3.662382325,295568.8864,1.774083439,500.2193746
99.3,108.5537022,3.680695749,297498.1261,1.768418247,501.6600517
99.4,109.4028264,3.699052102,298899.049,1.764060489,502.6561194
99.5,109.5287948,3.717555195,300551.4855,1.758395289,503.712107
99.6,110.0603725,3.736120268,302526.745,1.752294351,505.1549716
99.7,110.4198777,3.754791408,303704.4997,1.749243899,506.168464
99.8,110.9630626,3.773542229,305158.4214,1.744886097,507.2342697
99.9,110.9617985,3.792428217,306599.6289,1.740964028,508.4101286
100,111.55815,3.811363636,307957.8306,1.73747781,509.5511296
100.1,111.58761,3.830436786,309102.0559,1.736170458,511.0179576
100.2,112.3942241,3.849546708,309572.1396,1.736606336,511.9377398
100.3,112.4760192,3.868807289,309795.5565,1.738349493,512.8662246
100.4,113.5768465,3.888087233,310085.583,1.739656971,513.751143
100.5,113.3760039,3.907562277,309801.4196,1.745322166,514.9727674
100.6,114.3130546,3.927048794,309480.4736,1.749680132,515.7824879
100.7,114.5734954,3.946684211,309587.9769,1.751859092,516.6499498
100.8,115.1663994,3.966392813,309751.7153,1.754909661,517.8912088
100.9,115.2996356,3.986234962,309904.4518,1.755781249,518.4241098
101,115.9814462,4.006135071,310166.3553,1.757524472,519.4550446
101.1,116.1246252,4.026175603,311144.8581,1.756652917,520.8771967
101.2,116.8371583,4.046273519,312269.117,1.754038284,521.8972365
101.3,116.9237839,4.066519489,313685.1153,1.750116222,522.9717505
101.4,117.7651205,4.086809762,315029.3713,1.746630031,524.0451923
101.5,117.6555513,4.107273711,317600.1948,1.738785874,525.721253
101.6,118.5292722,4.127765828,319485.2622,1.733120756,526.915659
101.7,118.3290698,4.14844182,321052.8546,1.729198661,528.0729876
101.8,119.4487924,4.169121552,323073.8344,1.724840928,529.7251039
101.9,119.4073157,4.189992802,323805.5516,1.723533566,530.4138371
102,120.2734901,4.210899959,324832.7423,1.724405236,532.0670367
102.1,120.202057,4.231982847,325070.5796,1.72658416,533.0107723
102.2,121.371585,4.253077439,324602.7372,1.731813724,533.8390264
102.3,121.1812572,4.274380695,323872.2103,1.739657853,535.0737302
102.4,122.1072106,4.295706143,323198.9774,1.745758963,535.8812703
102.5,122.2343662,4.317198959,322746.6251,1.750552626,536.6539205
102.6,123.1927024,4.33873656,322796.1448,1.753167452,537.5388366
102.7,123.2666271,4.360449007,322592.6563,1.757961109,538.7081592
102.8,124.4061299,4.382189643,322840.3791,1.759268598,539.557118
102.9,124.3619899,4.40412878,323289.469,1.760140167,540.5706012
103,125.3684664,4.426098287,324042.2146,1.759704496,541.7039867
103.1,125.5046614,4.448243794,325229.4774,1.75665401,542.7185645
103.2,126.2210148,4.470456346,327778.2922,1.748809942,544.4033642
103.3,126.6530808,4.492801788,329637.9466,1.743144771,545.6075694
103.4,127.3702298,4.515238396,331393.5169,1.737915419,546.7594734
103.5,127.4402734,4.53783671,333598.6966,1.732250207,548.47804
103.6,128.4956841,4.560473724,335017.7707,1.728764037,549.6713629
103.7,128.7049173,4.583288201,336231.0107,1.726149344,550.8483196
103.8,129.5952991,4.606165415,336954.9045,1.726367338,552.1484354
103.9,129.2746072,4.629248962,337649.3412,1.725713624,553.1128736
104,130.2414226,4.652350732,338344.1347,1.727021092,554.8074872
104.1,130.3658004,4.675632052,338853.4986,1.727456894,555.9059788
104.2,131.3903472,4.698961884,339135.209,1.728764369,556.9717978
104.3,131.2092227,4.722499888,339321.6934,1.730507495,558.014704
104.4,132.0163739,4.746081055,339856.557,1.731814946,559.5556556
104.5,131.9507483,4.769846437,339846.2728,1.734429658,560.5560633
104.6,133.21793,4.793630016,339644.0028,1.737916092,561.4529756
104.7,133.3268182,4.817620507,339750.1609,1.740095038,562.3836418
104.8,134.126413,4.841678896,340611.6664,1.740095129,563.9126084
104.9,134.0981152,4.865920548,340949.3205,1.74227406,565.2028936
105,134.9176203,4.89021946,341472.8426,1.74270994,566.2011433
105.1,135.2832718,4.914674521,341769.0342,1.744453128,567.1514329
105.2,135.9074065,4.939232498,342029.8872,1.746632132,568.0777532
105.3,136.0298935,4.96395162,342839.5607,1.748375293,569.6012528
105.4,136.8048515,4.988745165,343546.4966,1.748811169,570.6365539
105.5,137.0154061,5.013705639,345027.4629,1.745760689,571.7960744
105.6,138.0737632,5.038727115,346790.5393,1.741402944,573.0166435
105.7,138.2767972,5.063938654,349348.222,1.735301957,574.8082306
105.8,138.7744709,5.089254285,351273.3987,1.730508362,576.0287838
105.9,139.2297334,5.114699932,354064.2356,1.722664257,577.5675507
106,140.1687332,5.140236527,356580.9229,1.716127564,579.1259456
106.1,140.5325233,5.165944617,358888.6394,1.710026593,580.5666317
106.2,141.3376594,5.191748076,361984.8259,1.702182525,582.7287552
106.3,141.5754819,5.217723846,363782.8596,1.697824686,584.0909729
106.4,142.5501413,5.243773999,365352.477,1.694338501,585.4368638
106.5,142.430507,5.270037503,366114.9748,1.694338489,586.7402254
106.6,143.5896509,5.296335853,366151.2063,1.698696484,588.5263892
106.7,143.9724343,5.322824755,366275.1068,1.700875461,589.6586702
106.8,144.7234177,5.349418526,366071.2941,1.704361839,590.8007699
106.9,144.8090053,5.376195955,365317.4093,1.710027077,591.9166965
107,145.8787109,5.40303306,364953.9115,1.714385064,593.1601519
107.1,146.2123687,5.430060342,364146.3385,1.721793478,594.6716726
107.2,147.1930933,5.457174097,363844.7098,1.726151456,595.7200577
107.3,147.3766765,5.484484083,363712.0016,1.730073559,596.7673332
107.4,148.0419178,5.511894416,363130.8287,1.737046224,598.1339217
107.5,148.4145552,5.53946433,363467.6197,1.738789414,599.1528676
107.6,149.1362743,5.567145918,363777.7625,1.740532644,600.1641926
107.7,149.416189,5.59499972,363708.8479,1.745326333,601.6146862
107.8,150.0879919,5.622963413,363295.1199,1.750120065,602.5442785
107.9,150.5270369,5.651084877,362105.5926,1.758835854,603.6144435
108,151.6119012,5.679298365,361287.3314,1.764936996,604.3903913
108.1,151.9844054,5.707707091,360444.6321,1.771038057,605.2001027
108.2,152.7400697,5.73622925,359709.4264,1.776267588,605.9596922
108.3,152.8677404,5.764941786,358789.843,1.783240195,607.1791499
108.4,153.9404618,5.793726707,358447.5916,1.786726616,608.0084948
108.5,154.1873638,5.822718427,358212.3532,1.789777155,608.8421767
108.6,155.1162418,5.851803776,358018.3653,1.792827773,609.6617096
108.7,155.2180532,5.881097479,358648.3527,1.79369936,610.9639894
108.8,156.2915134,5.910464388,359312.4223,1.793263699,611.8521821
108.9,156.4726577,5.940046174,361552.0807,1.787162703,613.1729891
109,157.4317811,5.969717228,363511.3042,1.782369157,614.4393285
109.1,157.626593,5.999594811,365305.0695,1.778011311,615.5476324
109.2,158.5977215,6.029563448,367673.4479,1.772346191,616.9845213
109.3,158.9479201,6.059728304,370237.5595,1.766245213,618.5249229
109.4,159.6272499,6.09001881,372354.9274,1.761015846,619.7367646
109.5,160.0272726,6.120482262,374303.52,1.756658022,620.9965551
109.6,161.151197,6.151351223,376428.8899,1.751428705,622.3097569
109.7,161.2220155,6.182148001,379813.1514,1.742712971,624.3650682
109.8,162.0350709,6.213043272,381850.5343,1.737919404,625.7273032
109.9,162.5995729,6.244112193,383727.94,1.733997384,627.20723
110,163.5123727,6.27499696,385619.3098,1.730075402,628.731843
110.1,163.9305343,6.306387371,387274.402,1.726589153,630.0537508
110.2,164.7717516,6.337903058,389212.7759,1.723538737,632.0066407
110.3,165.4807831,6.369586762,390193.2363,1.722667243,633.3198384
110.4,166.5713101,6.401400273,391040.8806,1.722231578,634.6199647
110.5,166.6377735,6.433450761,391611.6766,1.722667374,635.8154487
110.6,167.8986458,6.465571399,391041.8827,1.729204327,637.3978291
110.7,168.0099428,6.497940138,390463.4934,1.73443379,638.4331195
110.8,168.851839,6.530415682,390273.0806,1.737920185,639.4498971
110.9,169.4526613,6.563072222,390483.5281,1.740534978,640.7565538
111,170.1906056,6.595882032,390253.7515,1.74445715,641.8910254
111.1,170.4347909,6.62889369,390218.615,1.748815053,643.4494062
111.2,171.4685901,6.662010973,390746.4112,1.749686747,644.6013224
111.3,171.850702,6.69534355,391319.8708,1.750558366,645.7488674
111.4,172.7738988,6.72880217,392460.6071,1.74925111,646.9846931
111.5,172.8392702,6.762493402,394537.824,1.745764819,648.8438458
111.6,174.1705329,6.796257613,397048.8738,1.739228157,650.3205242
111.7,174.0371937,6.830302008,399128.2452,1.73443448,651.7568419
111.8,174.9486463,6.864437721,401117.0885,1.731384071,653.63672
111.9,175.4078987,6.898778868,401670.122,1.731384124,654.4856706
112,176.4448081,6.933248382,403249.0727,1.730512666,656.4669011
112.1,176.6754255,6.967951629,404044.9735,1.730512693,657.6961759
112.2,177.998213,7.002746084,404406.942,1.732255993,658.923295
112.3,178.3426496,7.037788985,405117.6769,1.733999184,660.7148929
112.4,179.286354,7.072962135,405112.2824,1.737049805,661.868989
112.5,179.7030492,7.108351414,404907.6506,1.740536156,662.9195438
112.6,180.6309046,7.143879363,404624.9101,1.744458351,664.0049805
112.7,180.9968401,7.179627846,405286.3024,1.746201545,665.7104892
112.8,181.9146645,7.2155137,406198.1309,1.745765862,666.953944
112.9,182.5157728,7.251603385,407689.1847,1.743586993,668.4131708
113,183.2265709,7.287865625,409066.3971,1.741843923,669.8963673
113.1,183.9024296,7.32431232,410880.3979,1.738357698,671.3250824
113.2,184.7112516,7.360931472,413224.1181,1.733128336,672.8475166
113.3,185.2449169,7.397754992,416062.0081,1.727898943,675.0619535
113.4,186.4144217,7.434714739,417965.287,1.724412771,676.558242
113.5,186.6205352,7.471932093,419787.0648,1.721362281,678.0523306
113.6,187.6220785,7.509275575,421603.0903,1.719619242,680.0444602
113.7,187.9395136,7.546857753,422674.4597,1.719183491,681.4491901
113.8,189.3142067,7.584548156,423108.7387,1.720926797,682.7624085
113.9,189.520201,7.622515642,423859.7158,1.721798397,684.2554034
114,190.519131,7.660613386,424386.6864,1.723541662,685.7386119
114.1,190.9345275,7.69894608,424805.0197,1.725284862,687.0583442
114.2,192.1744452,7.737408354,424695.9606,1.728771306,688.2898224
114.3,192.3462385,7.776144119,425276.4182,1.731386056,690.224176
114.4,193.5212611,7.814998105,425533.5705,1.733565129,691.4850793
114.5,193.9797572,7.854100892,425883.4322,1.735308335,692.6783977
114.6,194.8604725,7.893367672,426318.4175,1.738358952,694.4721876
114.7,195.326387,7.932862551,426420.5698,1.740973735,695.603391
114.8,196.2078709,7.972523923,427285.5041,1.740973836,696.9100513
114.9,196.9596558,8.012393799,428269.8682,1.740973924,698.3649257
115,197.930015,8.052446935,428898.4607,1.742281401,699.7925567
115.1,198.3251507,8.092744348,428797.9197,1.745767748,700.9640794
115.2,199.3877094,8.133193159,429184.3387,1.748818388,702.7175539
115.3,199.6547758,8.173904838,429352.2631,1.750997367,703.8433033
115.4,201.0106842,8.21473817,429802.2467,1.752304885,705.0693405
115.5,201.5403455,8.255838581,430198.023,1.754919671,706.7966474
115.6,202.2378768,8.297132298,430705.019,1.755791334,708.0215752
115.7,202.7034699,8.338650438,431595.3503,1.755355597,709.3042532
115.8,204.0983139,8.380306282,432197.3875,1.755791549,710.4790754
115.9,204.4632654,8.422248846,432520.4217,1.757534742,711.8009819
116,205.4632219,8.464353499,433469.7563,1.757099072,713.2395157
116.1,205.6194747,8.506732979,435570.7668,1.753612779,715.2545103
116.2,207.2452593,8.549213593,437108.8152,1.750998239,716.67345
116.3,207.7123142,8.591994797,438174.5548,1.750126711,718.0258739
116.4,208.7054861,8.634950536,440820.8352,1.745333155,720.1509646
116.5,209.1982401,8.678159412,443114.2333,1.740539539,721.6385214
116.6,210.4265737,8.721529175,445775.8122,1.734874424,723.2688639
116.7,210.9234147,8.765171578,448059.7631,1.730516594,724.8675779
116.8,212.1126127,8.808980328,452120.6618,1.722236747,727.3871737
116.9,212.7315709,8.853051686,454179.4404,1.717878929,728.5630604
117,213.6355965,8.897322318,458182.8552,1.710470627,731.2831648
117.1,214.2511596,8.941836651,460756.2586,1.705677016,733.0671447
117.2,215.5183502,8.986524696,463134.5235,1.701319275,734.7661453
117.3,216.226937,9.031478941,465704.3431,1.696525674,736.6002583
117.4,217.2380459,9.076635558,467853.7931,1.694782631,739.1361958
117.5,217.6664457,9.12206257,468872.1248,1.694782679,740.7763196
117.6,218.7373291,9.167668592,469411.0635,1.696090164,742.3543492
117.7,219.2853496,9.213542771,470019.3806,1.696961806,743.8538967
117.8,220.4218253,9.259602193,470924.6462,1.698269298,746.142461
117.9,220.8367802,9.305947085,471114.0152,1.699576712,747.1625039
118,222.0446659,9.352464201,471370.5689,1.703498946,749.5437017
118.1,222.4944574,9.399271742,471547.0368,1.70611373,751.0508759
118.2,223.7637779,9.446251818,471462.0828,1.709600184,752.5003138
118.3,224.2126636,9.49352942,471401.0125,1.713086547,753.9301182
118.4,225.1078677,9.541010097,472746.0462,1.713522437,756.2797021
118.5,226.0329574,9.588726504,473995.7444,1.712650963,757.8130471
118.6,227.0145309,9.63667767,475729.9545,1.710472128,759.4139586
118.7,227.3601958,9.684917308,477316.185,1.7091648,761.0769689
118.8,228.5785858,9.733332589,479670.6975,1.70742178,763.5704119
118.9,229.1602355,9.782038722,481257.3785,1.706550267,765.4077942
119,230.2364124,9.830951465,483729.1733,1.703064074,767.3334624
119.1,230.6716926,9.880157819,486312.6874,1.699142021,769.2111611
119.2,231.8932521,9.929551173,488666.3814,1.696091632,771.0670865
119.3,232.4015997,9.979246057,492175.4196,1.691733798,773.8721872
119.4,233.3695634,10.0291552,493937.7291,1.690426537,775.5875257
119.5,234.0798142,10.0793339,495637.5943,1.689555038,777.3845909
119.6,235.6129168,10.12970173,496679.35,1.690426785,779.0999506
119.7,235.7587002,10.18042704,497610.9838,1.693041539,781.4985507
119.8,237.093896,10.23131648,498000.0498,1.695220633,783.0319103
119.9,237.6277707,10.28252157,498597.1436,1.697399641,784.8409589
120,238.7201737,10.33394097,498079.4453,1.702629235,786.5301455
120.1,239.3678417,10.38565166,496775.3839,1.709601939,787.9022024
120.13,239.9104086,10.40118903,496703.0944,1.711345157,788.6606987
120.3,241.101489,10.40369662,494676.3222,1.723111606,791.3851856
120.4,242.1447259,10.40361716,493733.3562,1.728776987,792.7049374
120.5,242.3526027,10.40360078,493311.1939,1.732699116,794.0813351
120.6,243.3260185,10.4035266,493523.3048,1.736185542,796.1410417
120.7,243.3892658,10.40352114,494169.297,1.73705713,797.5457641
120.8,244.1208012,10.40346522,494892.9345,1.737928792,799.031154
120.9,244.0003524,10.40347363,495584.9002,1.739236148,800.6581847
121,244.8391132,10.40340962,497484.8302,1.737493085,802.5566028
121.1,244.8574755,10.40340755,500219.0838,1.732699402,804.2817178
121.2,245.3309221,10.40337111,504474.4215,1.725291033,806.9756558
121.3,245.4702246,10.40335991,507651.8686,1.719625784,808.9089238
121.4,246.0646114,10.40331435,510485.028,1.714832165,810.736497
121.5,246.1158062,10.4033098,512623.8605,1.713089014,812.9035155
121.6,246.3452944,10.40329179,513946.2161,1.71352483,814.9681027
121.7,245.9908615,10.40331786,514506.4834,1.71526795,816.5787773
121.8,246.8770011,10.40325027,514810.2258,1.717446997,818.0630809
121.9,246.360899,10.40328855,514654.66,1.721369048,819.7227921
122,247.2732215,10.40321898,513921.0841,1.726598626,821.2343411
122.1,247.2134506,10.40322281,510751.8426,1.73967231,822.9234919
122.2,247.4204963,10.4032065,507486.1037,1.751874445,823.851987
122.3,247.6582965,10.40318786,504936.6746,1.761897635,824.7401635
122.4,248.0752213,10.40315569,502184.3462,1.773228215,825.9274881
122.5,247.6455643,10.40318745,500275.1952,1.78194396,827.1779908
122.6,248.3700348,10.40313206,499598.4564,1.786301941,828.2688807
122.7,248.1361265,10.40314904,498891.9219,1.790659812,829.3357644
122.8,248.5065038,10.40312039,497750.7425,1.796325122,830.3067634
122.9,248.3685997,10.40313012,497184.8514,1.800683004,831.5196824
123,248.77555,10.40309871,496069.2792,1.807655688,832.974545
123.1,248.6102161,10.4031105,496086.0282,1.809834618,834.043609
123.2,248.7890008,10.40309632,497340.6471,1.808091481,835.2489044
