Time On Sample,Displacement Into Surface,Load On Sample,Harmonic Contact Stiffness,Harmonic Displacement,Harmonic Load
40.4,10.50989199,0.19958569,83045.57571,1.597143742,130.0782957
40.5,10.31198867,0.200577795,83387.79396,1.597579505,130.648239
40.6,10.51388754,0.201544564,83411.53901,1.601501572,131.0100416
40.7,10.61853627,0.202523558,83302.11388,1.607602542,131.3489577
40.8,10.80464096,0.203501284,83126.24838,1.614575086,131.6530029
40.9,10.94669174,0.204487237,82863.4477,1.62372654,131.9940987
41,11.16105537,0.205472731,82490.51182,1.636800046,132.4888525
41.1,10.95566664,0.206494846,82276.2239,1.644644115,132.7874453
41.2,11.29803213,0.207480643,82013.07571,1.653359807,133.0696964
41.3,10.94053379,0.20852437,81748.64634,1.662075425,133.3432237
41.4,11.3942773,0.209511919,81528.91937,1.671662696,133.7486184
41.5,11.22712013,0.210551444,81593.40675,1.674277375,134.0591991
41.6,11.35171029,0.21157404,81700.96994,1.676020521,134.3730519
41.7,11.19618816,0.212622992,81966.98098,1.674713157,134.6956195
41.8,11.48452135,0.213643577,82421.69657,1.672098493,135.2143489
41.9,11.10457593,0.214719903,82714.93426,1.669047973,135.4442854
42,11.49597515,0.215743241,83732.28527,1.657281882,136.1090432
42.1,11.13015832,0.216828993,84377.53113,1.649873536,136.5329572
42.2,11.58638879,0.217857987,85020.57161,1.642465279,136.9438014
42.3,11.46327812,0.218935945,85684.75764,1.63505696,137.3829741
42.4,11.75742461,0.219987764,86381.94309,1.629391816,138.0063198
42.5,11.35835674,0.221097284,86788.75727,1.626777078,138.4149776
42.6,11.50538066,0.222171028,87095.38471,1.625905529,138.8116524
42.7,11.61084417,0.223253287,87300.33488,1.626777106,139.1919794
42.8,11.76534709,0.224337303,87362.33634,1.629827603,139.551602
42.9,11.59651574,0.225451173,87276.32865,1.635928545,139.9232095
43,11.83496724,0.226539815,86927.09281,1.646387358,140.2566786
43.1,11.80161831,0.227654489,86416.9024,1.66120397,140.6784159
43.2,12.02095067,0.228755583,86178.31472,1.669048085,140.946499
43.3,11.7174628,0.229901818,85975.97639,1.676456361,141.2298348
43.4,12.1146683,0.231000733,85923.46284,1.682993147,141.6831788
43.5,11.51028739,0.232180983,85899.45329,1.686915127,141.9665123
43.6,12.00557165,0.23328388,85923.50017,1.689965661,142.2520333
43.7,11.63641606,0.234457768,86029.08782,1.691708753,142.5658822
43.8,12.05855367,0.235577626,86474.7565,1.689529884,143.0802528
43.9,11.99111871,0.23674015,86728.13125,1.687350969,143.3025636
44,12.12898707,0.237892948,87385.93852,1.682121586,143.9030235
44.1,11.87785698,0.239080986,87798.96316,1.678635302,144.2648227
44.2,11.91514933,0.240253156,88203.93305,1.675584824,144.64406
44.3,11.9374793,0.241432307,88455.73212,1.675149048,145.0025918
44.4,11.80603794,0.242629004,88690.32785,1.676892163,145.5180481
44.5,11.63054249,0.24383505,88870.55809,1.677327931,145.8460652
44.6,11.96872231,0.245008255,89163.90507,1.676020612,146.2111378
44.7,11.7990433,0.246225778,89397.29558,1.677327953,146.7091577
44.8,12.26023754,0.247401656,89331.89362,1.681685827,146.9990376
44.9,12.09803734,0.248630613,89375.66125,1.684736295,147.3553886
45,11.90092613,0.249868352,89389.51385,1.688222527,147.7128291
45.1,11.85675313,0.251100751,89301.58089,1.693016144,148.0136031
45.2,12.18079691,0.252311453,89224.53952,1.697374,148.2947639
45.3,11.88975815,0.253574764,89338.06898,1.699988675,148.7568209
45.4,12.54212055,0.254772982,89542.48064,1.699552958,149.0783053
45.5,12.27601556,0.256046726,89624.98213,1.701296066,149.3976036
45.6,12.37812731,0.257299051,89663.57532,1.705218117,149.8389579
45.7,12.05549931,0.258589697,89826.31277,1.705653873,150.1647943
45.8,12.66463577,0.259816347,90083.19069,1.704346583,150.4873682
45.9,12.54481643,0.261104328,90273.76149,1.704782363,150.8513478
46,13.15311971,0.262343661,90452.10303,1.705653988,151.2164225
46.1,13.08400104,0.263640442,90685.02309,1.705218211,151.5564277
46.2,13.68648398,0.26489289,90969.61044,1.705654051,152.055543
46.3,13.64396143,0.266200269,91021.24825,1.708268749,152.3661248
46.4,13.50086366,0.267521885,91053.26569,1.71088343,152.6527316
46.5,13.58218653,0.268833103,91317.26873,1.711319223,153.1235089
46.6,14.03505091,0.270122791,91572.41378,1.710447705,153.4624282
46.7,13.5362001,0.271490932,91750.01062,1.710883438,153.7871736
46.8,14.01732287,0.272791809,91831.19334,1.712626616,154.0814129
46.9,13.66725319,0.274162093,92051.82218,1.712626585,154.4453908
47,14.14920504,0.275476275,92379.55182,1.710883508,154.8344402
47.1,13.82323776,0.276858182,93005.3189,1.705654078,155.3945746
47.2,14.16970327,0.278196099,93448.04897,1.701732068,155.7585576
47.3,14.02576475,0.279577902,93986.81481,1.696502663,156.159589
47.4,14.38552716,0.280928433,94477.9886,1.692144875,156.5573548
47.5,14.21665072,0.282325766,95143.04826,1.686915468,157.1512737
47.6,14.5207211,0.283694349,95519.01586,1.6843008,157.5217954
47.7,14.46737808,0.285096762,95907.19258,1.681686098,157.9162882
47.8,14.67004091,0.286486871,96329.46874,1.678635641,158.3173226
47.9,14.42967757,0.287917498,96930.92113,1.673406221,158.787008
48,14.73208113,0.289314162,97528.37499,1.668612643,159.2915703
48.1,14.52828797,0.290756158,98192.96998,1.664254793,159.9312584
48.2,14.80990948,0.292168662,98585.6066,1.66207591,160.3540891
48.3,14.7956257,0.293610636,98965.29769,1.659896995,160.7562103
48.4,14.60679056,0.295072999,99421.53954,1.656846496,161.1932043
48.5,14.55426966,0.296532447,99792.13064,1.656846491,161.7838536
48.6,14.91651215,0.297967771,99951.36998,1.65815388,162.1565561
48.7,14.8972366,0.299439154,100208.482,1.658153879,162.5630366
48.8,14.76907379,0.30092617,100462.7973,1.658153866,162.9706075
48.9,14.63342908,0.30242119,100439.8889,1.662511681,163.3770861
49,14.85187075,0.303896939,100191.7808,1.670355798,163.7748523
49.1,14.67549529,0.305409916,99793.19998,1.681250352,164.2587043
49.2,14.98785922,0.306893496,99517.87171,1.688658696,164.5682
49.3,14.86966477,0.308417132,99181.43199,1.696938559,164.8591649
49.4,14.78471678,0.30994584,98879.11028,1.704346859,165.1087199
49.5,14.9108902,0.31146626,98705.37942,1.711319401,165.5544336
49.6,15.26065293,0.312977346,98725.87066,1.713934138,165.8802754
49.7,15.07346474,0.31453671,98664.24175,1.717856164,166.1886758
49.8,15.132308,0.316085183,98517.61497,1.724392915,166.6158644
49.9,15.17535738,0.317642682,98548.29134,1.72570027,166.8076614
50,15.45945107,0.319189708,98834.86912,1.726571868,167.3514563
50.1,15.22155524,0.320783976,99158.83798,1.724828711,167.693638
50.2,15.44829422,0.322351077,99511.45629,1.722649823,168.0434552
50.3,15.10150978,0.323969438,99954.11676,1.721342437,168.5796139
50.4,15.29832332,0.325554781,100166.6282,1.721778242,168.9239815
50.5,15.17595805,0.327172225,100178.7102,1.725264493,169.2345615
50.6,15.54066972,0.328760948,100197.915,1.728315015,169.525532
50.7,15.25123239,0.330407115,100138.3418,1.734415944,169.9657928
50.8,15.73230832,0.332003141,100231.9833,1.736159131,170.2600332
50.9,15.73087627,0.333643783,100381.4701,1.737466481,170.6131151
51,15.8690831,0.335282107,100540.0076,1.738773846,170.9901751
51.1,15.87429796,0.336938719,100569.9691,1.741388545,171.2942176
51.2,16.15754509,0.338582569,100609.359,1.743567493,171.5808284
51.3,15.75464227,0.340286607,100762.6039,1.74531058,172.0526911
51.4,16.06282248,0.341945356,100952.6839,1.744874833,172.3643667
51.5,15.77420582,0.343657616,101229.3919,1.74313167,172.6923815
51.6,16.01006968,0.345338701,101679.0613,1.740081217,173.2013036
51.7,15.850285,0.347058224,102114.8245,1.736159154,173.5783584
51.8,16.54413271,0.348721755,102435.8217,1.733980318,173.9227303
51.9,16.88015114,0.350420676,102702.1459,1.733108791,174.3106877
52,18.23936516,0.352050697,102926.4535,1.733108945,174.716091
52.1,18.06627606,0.353804782,103201.3661,1.731801577,175.0778902
52.2,18.54483985,0.355518362,103429.3268,1.731365849,175.4331574
52.3,18.00602363,0.357317583,103934.1943,1.728315309,175.9932899
52.4,18.52198825,0.359045943,104259.6058,1.726136452,176.3529164
52.5,18.30276242,0.360838635,104588.2538,1.723957514,176.714715
52.6,18.63045932,0.362598893,105220.255,1.718728156,177.2955617
52.7,18.56292315,0.364397928,105618.542,1.715677668,177.6965927
52.8,18.65289639,0.366194005,106138.0425,1.710884066,178.120512
52.9,18.52384917,0.368015671,106823.8599,1.703911525,178.5989157
53,18.4854004,0.369839631,107774.1828,1.693888513,179.1536051
53.1,18.51760147,0.371667385,109103.6851,1.680379244,179.9273356
53.2,18.71063669,0.373492096,109976.6035,1.671663606,180.4297183
53.3,18.8076678,0.375333261,110768.9816,1.66469109,180.9484451
53.4,18.75342057,0.377195037,111683.1526,1.657500665,181.5663411
53.5,18.72244521,0.379064435,112623.7679,1.650310243,182.1962222
53.6,18.96783962,0.38092225,113244.3666,1.646388223,182.7062338
53.7,18.75732388,0.382823897,113865.0134,1.642466155,183.2216888
53.8,19.09040602,0.384693934,114635.9184,1.638544144,183.9561923
53.9,19.03033298,0.38660309,114936.181,1.63723679,184.2645935
54,19.11363899,0.388510975,115290.9771,1.639415715,185.0405057
54.1,19.08099223,0.390437212,115450.5472,1.641594627,185.5080124
54.2,19.30933816,0.392353315,115560.3873,1.644209351,185.9668059
54.3,18.86483283,0.39432994,115794.6107,1.64508087,186.4441167
54.4,19.08112337,0.396266454,116169.3694,1.645516677,187.1404773
54.5,19.13325199,0.398225168,116336.2326,1.646824033,187.6101642
54.6,19.58850707,0.400163134,116662.5145,1.6463883,188.0994727
54.7,19.43117226,0.402157167,116898.5541,1.64725985,188.5473627
54.8,19.38189081,0.404153013,117134.7838,1.650310327,189.2339134
54.9,19.24283904,0.406165689,117259.0291,1.651181879,189.5172494
55,19.23594517,0.408178383,117562.5086,1.653796577,190.2789938
55.1,19.60724195,0.410172609,117791.8913,1.654668184,190.758492
55.2,19.66850261,0.412200276,117915.8112,1.656847107,191.1933085
55.3,19.52237931,0.414253795,117993.323,1.659897574,191.6401089
55.4,19.95393266,0.416273863,118031.6169,1.665562801,192.2896117
55.5,19.56094215,0.418366482,118047.9174,1.669484807,192.7135251
55.6,20.03446742,0.42040397,117998.2218,1.673842689,193.1014855
55.7,19.90080545,0.422497661,117904.5421,1.678636289,193.5025159
55.8,20.13411133,0.424584571,117833.6001,1.684737278,194.1062476
55.9,19.81301396,0.426702831,117717.3641,1.689312966,194.4489736
56,20.07790345,0.428797927,117645.9043,1.694760284,194.9562615
56.1,19.86610277,0.430939586,117581.8112,1.699118093,195.3442138
56.2,20.25234289,0.433046692,117525.0702,1.703040184,195.7071094
56.3,20.09331949,0.435205699,117478.4178,1.707615889,196.1887819
56.4,20.27632637,0.437371282,117354.9424,1.713063199,196.649754
56.5,19.93984007,0.439565433,117350.7433,1.716113644,197.0278974
56.6,20.06674146,0.441735514,117362.9449,1.718728357,197.384252
56.7,19.84911211,0.443942565,117657.0636,1.7195999,197.9857979
56.8,20.40573969,0.446079991,117786.7152,1.720907312,198.3552328
56.9,20.29989866,0.448322436,117915.1796,1.722650434,198.7856876
57,20.73101286,0.450490957,117847.389,1.727008314,199.1878146
57.1,21.19620066,0.452690104,117887.3608,1.729623065,199.5594277
57.2,22.02544878,0.454872711,117958.5214,1.731802075,199.9332241
57.3,21.95867029,0.457134073,118131.0924,1.733980984,200.4584887
57.4,22.58094812,0.459354568,118241.1618,1.735724187,200.8322843
57.5,22.42107256,0.461645398,118350.8829,1.737467303,201.2028008
57.6,22.57455454,0.463924027,118437.4474,1.740953586,201.7215302
57.7,22.40553222,0.466238488,118432.7036,1.74400405,202.0669826
57.8,22.5540234,0.46854046,118555.3543,1.745311417,202.4102597
57.9,22.57534037,0.470863625,118819.5269,1.745311421,202.8319976
58,22.84268831,0.473179832,119526.9764,1.739646271,203.3365603
58.1,22.46586063,0.475556391,120277.4265,1.733109483,203.820411
58.2,22.71242504,0.477897629,121400.4659,1.723522283,204.536388
58.3,22.35803578,0.480296163,122296.0911,1.715678148,205.0605596
58.4,23.04429696,0.482627916,123265.286,1.706962563,205.5847424
58.5,22.80876439,0.485041098,124402.7017,1.696503742,206.1699422
58.6,22.98051396,0.4874356,126233.1651,1.679944003,207.0897035
58.7,23.02093329,0.489852032,127377.053,1.670356779,207.70433
58.8,23.60578147,0.492239306,128430.57,1.662076964,208.3156928
58.9,23.32618806,0.494704012,129723.5783,1.651618139,209.0262145
59,23.68827291,0.497132519,130710.8642,1.645081431,209.717128
59.1,23.49511956,0.499615188,131402.1468,1.641595146,210.3175848
59.2,24.03424441,0.50205491,132251.9732,1.638544722,211.1959395
59.3,23.85937337,0.504560872,132623.4243,1.638108922,211.7015864
59.4,24.39683191,0.507025489,132761.2909,1.640723679,212.2279481
59.5,24.24855505,0.509554338,132725.7215,1.647260412,212.9722538
59.6,24.38537505,0.51207428,132546.8059,1.652925609,213.4114301
59.7,24.2437437,0.514627956,132608.0285,1.655976077,213.9072697
59.8,24.65235947,0.517152754,132647.4502,1.659026604,214.3704239
59.9,24.26552241,0.519750421,132497.2819,1.664691745,214.8804283
60,24.73148635,0.522296555,132351.9343,1.670356977,215.3991607
60.1,24.59234043,0.524901277,132627.8812,1.672535879,216.1598128
60.2,24.91699762,0.527483907,132896.9767,1.672971699,216.6796331
60.3,24.68724763,0.530121423,133281.9617,1.672100109,217.2157939
60.4,24.98114657,0.532732519,133859.0339,1.669049659,217.7835632
60.5,24.50785313,0.535414714,134946.8619,1.662077078,218.6826126
60.6,24.86325606,0.538047638,135703.008,1.657283502,219.2928834
60.7,24.72908476,0.540730803,136191.8286,1.655104573,219.812698
60.8,25.09944493,0.543389211,136759.1023,1.652489914,220.4033542
60.9,24.82812268,0.546109534,137425.1906,1.649439404,221.0681054
61,25.20346572,0.548794505,137772.8615,1.649875228,221.7056215
61.1,25.00944003,0.551535995,137745.9966,1.65554039,222.4891583
61.2,25.33573842,0.554251881,137604.1974,1.660334041,222.9566699
61.3,25.13672122,0.557021125,137400.5146,1.665999203,223.4361636
61.4,25.46384644,0.559764426,136508.5798,1.680815866,224.0420748
61.5,25.14762677,0.562570147,135971.474,1.689967285,224.4060521
61.6,25.66758414,0.565326641,135594.3347,1.697375655,224.7809362
61.7,25.4286609,0.568154381,135280.7068,1.70434816,225.1797869
61.8,25.93531477,0.570939849,134971.0263,1.713063882,225.7802515
61.9,25.82937779,0.573785679,134951.4713,1.715242791,226.0385241
62,26.12906033,0.576615065,135337.994,1.71655017,226.7959124
62.1,25.90841432,0.579497987,135782.9232,1.715242802,227.296111
62.2,26.40425366,0.582341148,136232.867,1.713935504,227.7995868
62.3,26.44293505,0.58523313,136797.6881,1.711320812,228.3248528
62.4,26.85980659,0.588110976,138117.0606,1.70216941,229.171603
62.5,26.77962289,0.591040887,138956.719,1.696504222,229.7339196
62.6,27.12583846,0.593953216,139602.7212,1.69301799,230.3006001
62.7,26.5884944,0.596947001,140383.1158,1.689531673,231.1059287
62.8,27.26385739,0.599863969,140788.3548,1.688660175,231.6453687
62.9,26.94594336,0.602870761,141066.4819,1.687788583,231.9810122
63,27.44508889,0.605830757,141587.958,1.687788625,232.8539176
63.1,26.98919219,0.608877899,141770.9909,1.689095937,233.3748191
63.2,27.48750175,0.611868097,141856.005,1.691274904,233.851051
63.3,27.40729913,0.614917041,142068.5919,1.693889602,234.6117044
63.4,27.72772874,0.617950947,141703.8801,1.700862164,235.0356258
63.5,27.71401665,0.621025353,141536.9924,1.705655783,235.4802488
63.6,27.9064378,0.624099534,141634.5067,1.707834717,235.9575671
63.7,27.52034669,0.627232923,141616.5939,1.711320947,236.4098143
63.8,27.80918119,0.63033096,141771.8171,1.714371461,237.1138043
63.9,27.6383639,0.633479266,141736.3985,1.716550361,237.3568195
64,27.97207781,0.636605193,141924.6188,1.720036662,238.1392729
64.1,27.91263529,0.639776523,142088.931,1.721344017,238.5882545
64.2,28.24551301,0.642934036,142384.3731,1.721344043,239.0557666
64.3,28.47698275,0.646115089,142692.0741,1.723087207,239.7695639
64.4,28.85972696,0.649300631,143115.8115,1.721779898,240.2545127
64.5,28.54011113,0.652555282,143319.4665,1.723087221,240.7285559
64.6,29.20878038,0.655751444,143286.6604,1.726573556,241.1394042
64.7,28.79606586,0.659045441,143360.9341,1.730495563,241.8041547
64.8,29.03583471,0.662306544,143310.8856,1.733981858,242.2019216
64.9,28.86332955,0.665615243,143458.284,1.735724977,242.6999406
65,29.09062529,0.668910202,143444.0066,1.739211266,243.1761706
65.1,28.79676079,0.672261162,143354.0931,1.743133284,243.5870068
65.2,29.27839607,0.675570245,143438.7066,1.746183822,244.2103568
65.3,29.25217021,0.678934314,143448.0753,1.748798525,244.6288254
65.4,29.47529937,0.682296372,143492.3208,1.750977464,245.0494772
65.5,29.35680579,0.685701131,143815.2728,1.750105885,245.5158932
65.6,29.71292034,0.689087066,144233.1166,1.748362793,245.9975734
65.7,29.7855956,0.692511375,144799.0168,1.746619669,246.7113686
65.8,30.52239087,0.695902572,145178.6332,1.745312403,247.1658085
65.9,31.09460736,0.699323272,145554.2845,1.744440902,247.6932594
66,31.44572395,0.702777813,145975.3931,1.743133593,248.2381467
66.1,31.34882505,0.706283547,146313.0469,1.742262016,248.7012943
66.2,31.911059,0.70975698,146748.8338,1.741826297,249.3943903
66.3,31.62630503,0.713311914,147188.9235,1.740083132,249.8989465
66.4,31.81117199,0.716849159,147543.105,1.739211588,250.3926126
66.5,31.63114262,0.720431734,148083.9859,1.737904218,251.1096732
66.6,32.20001485,0.723975558,148501.2057,1.736596933,251.6153312
66.7,32.10891741,0.727587081,149011.8411,1.734418007,252.136236
66.8,32.22561522,0.731200972,149510.6998,1.732239104,252.6353495
66.9,31.98323499,0.734860171,150432.2543,1.726573893,253.2772164
67,32.39250677,0.738488403,151400.4923,1.720908756,253.9714008
67.1,32.14679595,0.742184363,152710.5323,1.713064628,254.8639132
67.2,32.92095544,0.745821677,153659.0232,1.70739953,255.498165
67.3,32.40842597,0.749574568,154346.505,1.70434899,256.0997076
67.4,32.70381266,0.75328514,154889.0356,1.70260589,256.6544016
67.5,32.43731025,0.7570568,155485.3053,1.702170078,257.5011432
67.6,33.06350563,0.760779828,155818.1614,1.702170148,258.0296867
67.7,32.74463209,0.764593068,156048.3361,1.703041681,258.5451396
67.8,33.14639949,0.768370815,156110.329,1.705656427,259.0616939
67.9,32.82336395,0.77222235,155846.3649,1.711757361,259.5760564
68,33.15031793,0.776044049,155451.5193,1.719165717,260.0675451
68.1,33.11985607,0.779911901,154808.6482,1.730060301,260.6897982
68.2,33.42602412,0.783773639,154298.4083,1.737904438,261.0483351
68.3,33.26173409,0.78769037,153719.2493,1.74662009,261.4046848
68.4,33.79439592,0.791574068,153223.592,1.755771604,261.9495738
68.5,33.43934094,0.795544521,152987.3106,1.761000967,262.3320754
68.6,33.86186349,0.799475988,152668.3756,1.767101985,262.6884344
68.7,33.5525178,0.803482581,152539.0498,1.771459785,263.0633076
68.8,33.9322276,0.807457097,152496.8135,1.775599773,263.5433543
68.9,33.7425673,0.811494609,152458.2853,1.778432345,263.8686456
69,34.01130651,0.815517675,152273.2522,1.784097562,264.3617674
69.1,33.91099298,0.81958883,152436.8095,1.785840685,264.8592426
69.2,34.05878721,0.823661637,152788.4389,1.784969136,265.2951499
69.3,34.44679289,0.827736632,153391.5704,1.781482914,265.7779197
69.4,34.31737789,0.831871199,154325.7697,1.775817715,266.4971621
69.5,34.0745018,0.836035105,154978.0851,1.771895637,267.0060778
69.6,34.57553981,0.840163579,155801.4174,1.76623051,267.5531462
69.7,34.15228831,0.844382668,156499.5204,1.761872628,268.0882134
69.8,34.51658849,0.848563287,157058.8103,1.758822186,268.6080361
69.9,34.52887525,0.852791511,157975.4405,1.75272122,269.2411881
70,35.07104397,0.857000828,159194.927,1.744005612,269.9702471
70.1,35.65767817,0.861227894,160458.5729,1.735725793,270.8573211
70.2,36.02321175,0.865492877,161251.3877,1.730932216,271.4686836
70.3,36.21710064,0.86979216,161821.8539,1.728317537,272.051709
70.4,36.45171455,0.87410997,162170.1926,1.727881781,272.6009535
70.5,36.15768643,0.878489399,162520.0543,1.728753316,273.3681419
70.6,36.371098,0.88285235,162684.8842,1.730060692,273.8857835
70.7,36.57120701,0.887238214,162851.778,1.731368066,274.400153
70.8,36.84196393,0.891640667,163153.1912,1.731368098,274.9058079
70.9,36.8392549,0.896085924,163594.6136,1.730496531,275.5160746
71,37.34440114,0.900514993,163921.232,1.730932373,276.1492345
71.1,37.18999236,0.905016196,164304.4541,1.731803923,276.9251431
71.2,37.52889293,0.909502588,164383.043,1.73398288,277.4329781
71.3,37.06236409,0.914072425,164653.4947,1.734418613,277.9669552
71.4,37.61695198,0.918587918,165138.2509,1.733982893,278.7243491
71.5,37.66201508,0.923164571,165461.2988,1.733982899,279.2670503
71.6,37.92858743,0.927747414,165791.6461,1.73398293,279.808668
71.7,37.66319271,0.93239344,166167.3061,1.733547117,280.3589936
71.8,38.38067983,0.936988405,166681.6834,1.733111415,281.1512619
71.9,37.91537586,0.941695868,166925.0704,1.732675581,281.4912616
72,38.63036201,0.946337635,167637.3847,1.730714636,282.3162222
72.1,38.27975519,0.951083332,168346.3335,1.728317788,283.0616153
72.2,38.83805402,0.955783978,169004.0212,1.725703149,283.6751604
72.3,38.82324161,0.960551566,169491.8791,1.724395798,284.2396566
72.4,39.15129247,0.965317101,170078.671,1.723960052,285.1092929
72.5,39.19548717,0.970127979,170561.5093,1.722652707,285.6759696
72.6,39.50108821,0.97494318,171109.5914,1.720909608,286.2840632
72.7,39.24853934,0.979824794,171523.8223,1.720473797,286.8725309
72.8,39.86707681,0.984664884,171979.3737,1.721345434,287.7301837
72.9,39.71966611,0.989587241,172028.2633,1.72265277,288.0287765
73,40.2571545,0.994482426,171863.3779,1.729189586,288.8548253
73.1,40.09435891,0.999455146,171559.1683,1.734854757,289.3245106
73.2,40.62435872,1.004400348,171409.08,1.739212654,289.8072833
73.3,40.26497808,1.009437606,171453.214,1.741827317,290.3118391
73.4,40.55350837,1.014451111,171534.5025,1.745749403,291.0626897
73.5,40.52451895,1.01951375,171475.3297,1.749235671,291.5084027
73.6,40.87205186,1.02459879,171335.2619,1.753593548,291.9606597
73.7,40.94487957,1.029678992,171435.5885,1.755772476,292.4434255
73.8,41.22965338,1.034794176,171465.8615,1.759694562,293.1201739
73.9,40.63626768,1.040001539,171671.9278,1.761437631,293.7173546
74,41.2464412,1.045169884,171933.464,1.761873485,294.1979501
74.1,41.19415804,1.050362153,172570.773,1.759258778,294.7646245
74.2,41.50051803,1.055632046,172965.6889,1.75882303,295.2953458
74.3,41.28198375,1.060915607,173411.404,1.75925879,296.0429194
74.4,41.64528043,1.066181405,173852.9838,1.758387265,296.5823581
74.5,41.33531502,1.071471202,174627.2125,1.754465178,297.181723
74.6,42.0227686,1.07676536,175351.787,1.750978987,297.7821929
74.7,41.56400271,1.082172817,176031.1082,1.749235802,298.5973295
74.8,42.17580921,1.087526306,176725.775,1.746185386,299.1999772
74.9,42.00462754,1.092965958,177646.3051,1.741391747,299.8745394
75,42.39283452,1.098390438,178390.0544,1.738341305,300.5709026
75.1,42.13852489,1.10389078,178880.2705,1.737033927,301.176808
75.2,42.5583085,1.109367625,179469.5054,1.734855056,301.8023387
75.3,42.64311692,1.114897348,179986.2912,1.734419283,302.6599833
75.4,43.02798166,1.120432007,180315.4972,1.733983544,303.1917938
75.5,42.84014992,1.126037778,180323.7951,1.736598226,303.7301347
75.6,43.08120938,1.131639134,180278.6012,1.740956092,304.5158575
75.7,43.10282938,1.137285217,180479.5183,1.741827663,305.0716372
75.8,43.5367167,1.142928377,180461.9971,1.744442416,305.5925508
75.9,43.30315141,1.148650327,180270.6017,1.748800228,306.1352493
76,43.97558213,1.154332388,180106.5941,1.753158143,306.6801409
76.1,43.8442445,1.16010378,179861.294,1.757951751,307.1421994
76.2,44.79594706,1.165822047,179391.5898,1.765795969,307.7731862
76.3,45.01785741,1.171624289,179333.6177,1.768846482,308.2123647
76.4,45.7409727,1.177417612,179283.0382,1.771897053,308.6733443
76.5,45.78167369,1.183291648,179337.8463,1.774075978,309.1452143
76.6,46.25459053,1.18916237,179627.9171,1.775383385,309.8862611
76.7,46.33102347,1.195092576,179789.8618,1.776690746,310.367936
76.8,46.63852345,1.201034978,180192.8594,1.775819215,310.8899384
76.9,46.36085858,1.207051435,180735.3777,1.774076049,311.4882146
77,47.16207789,1.213016411,181452.2791,1.771025655,312.1279174
77.1,46.7672052,1.219101801,182184.4033,1.76753934,312.7261929
77.2,46.98657957,1.225171146,183715.5054,1.758823689,313.6797391
77.3,46.89923875,1.231294194,184804.9705,1.752722706,314.3586602
77.4,47.6347745,1.237385609,185912.7129,1.746621816,315.0506716
77.5,47.20414107,1.243595837,186841.4822,1.741828146,315.6990749
77.6,47.59389058,1.249775059,188284.8747,1.734855649,316.7376257
77.7,47.56970085,1.256016577,189006.6654,1.732240944,317.399112
77.8,47.90541291,1.262262121,189579.7038,1.730933631,318.0420779
77.9,47.94189037,1.268561573,190277.0633,1.728754716,318.7395268
78,48.50367708,1.274852757,191059.4751,1.726140077,319.537243
78.1,48.05638993,1.28125185,191882.9157,1.722653757,320.2521215
78.2,48.97724212,1.287579398,192691.2374,1.720910725,321.2667056
78.3,48.61805134,1.294035553,192983.334,1.721782254,321.9042119
78.4,49.16901228,1.300455159,193326.7522,1.7222181,322.5482709
78.5,48.9802059,1.306962881,193705.515,1.72221808,323.1639845
78.6,49.85615323,1.313422633,194477.1915,1.720910827,324.1676708
78.7,49.80531466,1.319984833,195221.2318,1.718296119,324.8771068
78.8,50.19001626,1.326547022,195698.4803,1.717424595,325.5200727
78.9,50.02113776,1.333183894,195910.5542,1.719167713,326.2207894
79,50.23044702,1.339825433,195969.7304,1.722654009,326.9345876
79.1,50.21117278,1.346517517,195885.3626,1.726576064,327.4816485
79.2,50.53517614,1.353217192,195769.2972,1.732241294,328.3044263
79.3,50.55163254,1.359973714,196124.2792,1.732677079,328.9386678
79.4,51.16488057,1.366718891,196360.6423,1.733984502,329.5533053
79.5,50.84303043,1.373568642,196612.8656,1.735291819,330.1635686
79.6,51.33990054,1.380390779,196555.2544,1.740521284,331.0037842
79.7,51.04879366,1.387306723,196336.0919,1.745314877,331.5257764
79.8,51.63542175,1.39419088,196409.0831,1.747929645,332.0826554
79.9,51.615273,1.401155457,196788.5034,1.74836543,332.7463211
80,52.33737464,1.408098813,197563.887,1.745750807,333.4906419
80.1,51.90244918,1.415164468,198516.3866,1.741392927,334.2098793
80.2,52.44583303,1.422191492,199754.5071,1.73616357,335.2451639
80.3,52.35667291,1.429301624,200365.3313,1.734420432,335.9317139
80.4,52.55426894,1.436425658,200971.5865,1.732677317,336.5855756
80.5,52.95134579,1.443570321,201467.8578,1.731805795,337.2623255
80.6,53.26114162,1.450757361,202713.0683,1.72657642,338.3302994
80.7,53.28915706,1.458001732,203799.1457,1.721347018,339.1160198
80.8,53.87157294,1.465240518,204560.9757,1.718296595,339.8287351
80.9,53.8380685,1.472562141,205405.6644,1.715246107,340.6667633
81,54.19272572,1.479891067,205535.1416,1.717425065,341.4143473
81.1,54.06362233,1.487293326,205232.7585,1.723961809,342.3308369
81.2,54.76071966,1.494670181,204871.9088,1.729627087,342.8975258
81.3,54.53518601,1.502153808,204628.2121,1.734420687,343.4696484
81.4,54.78841404,1.509638684,204634.1254,1.737035417,344.0417789
81.5,54.91280105,1.517170851,204679.076,1.740957489,344.9430159
81.6,55.61486179,1.524697039,204816.6087,1.742700708,345.5554745
81.7,55.48322911,1.532324054,204787.8776,1.745751183,346.1341379
